Questions,Answers,Patterns,Tags,Source
What are the USPSTF guidelines for BRCA-related breast cancer screening?,"In 2013, the USPSTF issued updated guidelines on risk assessment, genetic counseling, and genetic testing for BRCA-related cancer in women. The current USPSTF recommendations are as follows:

Women who have family members with breast, ovarian, tubal, or peritoneal cancer should be screened to identify a family history that may be associated with an increased risk for mutations in the breast cancer susceptibility genes BRCA1 or BRCA2

Women who have positive screening results should receive genetic counseling and then BRCA testing if warranted

Women without a family history associated with an increased risk for mutations should not receive routine genetic counseling or BRCA testing",What are the BRCA-related guidelines for breast cancer screening. BRCA-related Breast cancer screening guidelines,breast cancer screening guidelines,https://www.medscape.com/answers/1947145-155388/what-are-the-uspstf-guidelines-for-brca-related-breast-cancer-screening
How are the ACOG guidelines for breast cancer screening categorized?,"The ACOG released guidelines for breast cancer risk assessment and screening in average-risk women in 2017. [184] For women at average risk, ACOG categorizes its recommendations as follows:

Level A – Based on good and consistent scientific evidence
Level B – Based on limited or inconsistent scientific evidence
Level C – Based primarily on consensus and expert opinion
ACOG recommends that health care providers periodically assess patients' breast cancer risk by reviewing the history (level B). Breast cancer risk factors include a long list. Visit the provided link for more information.",What are the categories for breast cancer screening. Breast cancer screening categories,breast cancer screening guidelines,https://www.medscape.com/answers/1947145-155389/how-are-the-acog-guidelines-for-breast-cancer-screening-categorized
"According to ACOG guidelines, which breast cancer risk factors should be periodically assessed in women?","ACOG recommends that health care providers periodically assess patients' breast cancer risk by reviewing the history (level B). Breast cancer risk factors include the following:

Family history of breast cancer, ovarian cancer, or other hereditary breast and ovatrians syndrome-associated cancer (eg, prostate cancer, pancreatic cancer)
Known deleterious gene mutation
Prior breast biopsy with atypical hyperplasia (lobular or ductal) or lobular carcinoma in situ
Early menarche
Late menopause
Nulliparity
Prolonged interval between menarche and first pregnancy
Menopausal hormone therapy with estrogen and progestin (decreased risk with progestin alone)
Not breastfeeding
Increasing age
Certain ethnicities (eg, higher likelihood of BRCA mutation in Ashkenazi Jewish women)
Higher body mass index
Alcohol consumption
Smoking
Dense breasts on mammography
Prior exposure to high-dose therapeutic chest irradiation at age 10-30 years",Breast cancer risk factors. What are breast cancer risk factors which need to be assessed periodically.,Risk factor guidelines,https://www.medscape.com/answers/1947145-155390/according-to-acog-guidelines-which-breast-cancer-risk-factors-should-be-periodically-assessed-in-women
What are the ACOG guidelines for clinical breast exam to screen for breast cancer?,"Women should be counseled about breast self-awareness (ie, awareness of the normal appearance and feel of their breasts) and encouraged to notify their health care provider if they experience a change (level C). However, breast self-examination is not recommended (level B).

Clinical breast examination remains a recommended part of the evaluation of women who are at high risk or have symptoms. Screening clinical breast examination may be offered to asymptomatic, average-risk women on the following schedules, in the context of an informed, shared decision-making approach that recognizes the uncertainty of its benefits and the possibility of adverse consequences (level C):

For women aged 25–39 years, clinical breast examinations may be offered every 1–3 years.
For women aged 40 years and older, clinical breast examination may be offered annually",Clinical breast cancer exam guidelines. Breast cancer exam guidelines,Clinical breast exam,https://www.medscape.com/answers/1947145-155391/what-are-the-acog-guidelines-for-clinical-breast-exam-to-screen-for-breast-cancer
What are the ACOG recommendations for breast cancer screening mammography?,"The decision about the age to begin mammography screening should be made through a shared decision-making process that includes information about the potential benefits and harms. Recommendations (level A) for average-risk women are as follows:

Screening mammography should be offered starting at age 40 years.

If patient desires, after counseling, initiate mammography at age 40-49 years.

Women should begin screening mammography by no later than age 50 years.
",Breast cancer screening mammography. Mammography screening recommendations.,mammography recommendations,https://www.medscape.com/answers/1947145-155392/what-are-the-acog-recommendations-for-breast-cancer-screening-mammography
What are European Commission Initiative on Breast Cancer (ECIBC) screening guidelines?,"The European Commission Initiative on Breast Cancer (ECIBC) screening guidelines include the following recommendations for women age 40-74 years who are at average risk of breast cancer [185] :

Age 40-44: no screening 
Age 45-49: screening every 2 or 3 years
Age 50-69: screening every 2 years
Age 70-74: screening every 3 years",ECIBC Guidelines. Breast cancer screening guidelines for ECIBC,breast cancer screening guidelines,https://www.medscape.com/answers/1947145-155384/what-are-european-commission-initiative-on-breast-cancer-ecibc-screening-guidelines
Which organizations have issued guidelines for pharmacologic intervention for breast cancer risk reduction?,"Guidelines for pharmacologic intervention in women who are at increased risk for breast cancer, but do not have a personal history of breast cancer, have been issued by the American Society of Clinical Oncology (ASCO) and the U.S. Preventive Services Task Force (USPSTF). The guidelines differ in their classification of increased risk and in their inclusion of women with lobular carcinoma in situ (LCIS).",Which organization issued guidelines for breast cancer risk reduction.,risk reduction organizations,https://www.medscape.com/answers/1947145-155393/which-organizations-have-issued-guidelines-for-pharmacologic-intervention-for-breast-cancer-risk-reduction
What are the ASCO guidelines on pharmacologic interventions for breast cancer risk reduction?,"ASCO guidelines recommend the following [186] :

For premenopausal or postmenopausal women with increased risk for breast cancer, offer tamoxifen (20 mg/day for 5 years) to reduce the risk of invasive ER-positive breast cancer

In postmenopausal women, raloxifene (60 mg/day for 5 years) may also be considered

Off-label use of exemestane (25 mg/day for 5 years) should be discussed as an alternative to reduce the risk in postmenopausal women

All three agents should be discussed (including risks and benefits) with women aged 35 years or older without a personal history of breast cancer who are at increased risk of developing invasive breast cancer",guidelines on medical interventions for risk reduction. Risk reduction medical guidelines,risk reduction guidelines,https://www.medscape.com/answers/1947145-155394/what-are-the-asco-guidelines-on-pharmacologic-interventions-for-breast-cancer-risk-reduction
What are the ASCO recommendations for use of tamoxifen in breast cancer risk reduction?,"ASCO guidelines recommend that use of tamoxifen, 20 mg per day orally for 5 years, should be discussed as an option to reduce the risk of invasive breast cancer (BC), specifically ER-positive BC, in women 35 years of age or older who are premenopausal or postmenopausal and have a 5-year projected absolute breast cancer risk ≥ 1.66% or with LCIS. Risk reduction benefit continues for at least 10 years. 

ASCO guidelines advise that tamoxifen not be used in the following cases:

In women with a history of deep vein thrombosis, pulmonary embolus, stroke, or transient ischemic attack or during prolonged immobilization

In combination with hormone therapy

In women who are pregnant, may become pregnant, or are nursing mothers",use of tamoxifen in risk reduction. Can I use tamoxifen. Shall I use tamoxifen. How to use tamoxifen.,tamoxifen,https://www.medscape.com/answers/1947145-155395/what-are-the-asco-recommendations-for-use-of-tamoxifen-in-breast-cancer-risk-reduction
What are the ASCO recommendations for use of raloxifene in breast cancer risk reduction?,"ASCO guidelines recommend that raloxifene should be discussed as an option to reduce the risk of invasive BC, specifically ER-positive BC, in postmenopausal women who are age ≥ 35 years with a 5-year projected absolute BC risk ≥ 1.66% or with LCIS. Raloxifene is given in a dosage of 60 mg/ day orally for 5 years; it can be used for longer than 5 years in women with osteoporosis, in whom BC risk reduction is a secondary benefit.
ASCO guidelines advise that raloxifene not be used in the following cases:

For BC risk reduction in premenopausal women

In women with a history of deep vein thrombosis, pulmonary embolus, stroke, or transient ischemic attack or during prolonged immobilization",use of raloxifene in risk reduction. Can I use raloxifene . Shall I use raloxifene . How to use raloxifene .,raloxifene,https://www.medscape.com/answers/1947145-155396/what-are-the-asco-recommendations-for-use-of-raloxifene-in-breast-cancer-risk-reduction
What are the ASCO recommendations for use of exemestane in breast cancer risk reduction?,"Exemestane is not FDA approved for breast cancer risk reduction. However, ASCO guidelines recommend that it should be discussed as an alternative to tamoxifen and/or raloxifene to reduce the risk of invasive BC, specifically ER-positive BC, in postmenopausal women age ≥ 35 years with a 5-year projected absolute BC risk ≥ 1.66% or with LCIS or atypical hyperplasia. It should not be used for BC risk reduction in premenopausal women. Exemestane is given in a dosage of 25 mg per day orally for 5 years.",use of exemestane in risk reduction. Can I use exemestane . Shall I use exemestane . How to use exemestane .,exemestane,https://www.medscape.com/answers/1947145-155397/what-are-the-asco-recommendations-for-use-of-exemestane-in-breast-cancer-risk-reduction
What are the USPSTF guidelines on pharmacologic interventions for breast cancer risk reduction?,"The USPSTF updated its guidelines for primary breast cancer risk reduction in 2019. [178]  The USPSTF recommends that clinicians engage in shared, informed decision making with women who are at increased risk for breast cancer about medications to reduce their risk. For women who are at increased risk for breast cancer and at low risk for adverse medication effects, clinicians should offer to prescribe risk-reducing medications, such as tamoxifen, raloxifene, or aromatase inhibitors.",guidelines on medical interventions for risk reduction. Risk reduction medical guidelines,risk reduction guidelines,https://www.medscape.com/answers/1947145-155398/what-are-the-uspstf-guidelines-on-pharmacologic-interventions-for-breast-cancer-risk-reduction
Which organizations have issued guidelines for sentinel lymph node biopsy (SLNB) and axillary lymph node dissection (ALND) in the treatment of breast cancer?,Guidelines for sentinel lymph node biopsy (SLNB) and axillary lymph node dissection (ALND) have been issued by the American Society of Clinical Oncology (ASCO) and the National Comprehensive Cancer Network (NCCN).,who issues guidelines for sentinel lymph node biopsy. which organization issues guidelines for axillary lymph node dissection.,sentinel lymph node biopsy. axillary lymph node dissection.,https://www.medscape.com/answers/1947145-155399/which-organizations-have-issued-guidelines-for-sentinel-lymph-node-biopsy-slnb-and-axillary-lymph-node-dissection-alnd-in-the-treatment-of-breast-cancer
What are the ASCO guidelines for the use of sentinel lymph node biopsy (SLNB) in the treatment of breast cancer?,"A 2016 update on SLNB for patients with operable early-stage breast cancer by ASCO advises that SLNB may be offered to the following patients:

Women with multicentric tumors
Women with DCIS who will be undergoing mastectomy
Women who previously underwent breast and/or axillary surgery
Women who received preoperative/neoadjuvant systemic therapy
According to the ASCO guidelines, SLNB should not be performed in patients with any of the following:

Large or locally advanced invasive breast cancer (tumor size T3/T4)
Inflammatory breast cancer
DCIS (when breast-conserving surgery is planned)
Pregnancy",guidelines for sentinel lymph node biopsy. guidelines for axillary lymph node dissection.,sentinel lymph node biopsy. axillary lymph node dissection.,https://www.medscape.com/answers/1947145-155400/what-are-the-asco-guidelines-for-the-use-of-sentinel-lymph-node-biopsy-slnb-in-the-treatment-of-breast-cancer
What are the ASCO guidelines for the use of axillary lymph node dissection (ALND) in the treatment of breast cancer?,"A 2016 update on SLNB for patients with operable early-stage breast cancer by ASCO advises that SLNB may be offered to the following patients [188] :

Women with multicentric tumors
Women with DCIS who will be undergoing mastectomy
Women who previously underwent breast and/or axillary surgery
Women who received preoperative/neoadjuvant systemic therapy",guidelines for sentinel lymph node biopsy. guidelines for axillary lymph node dissection.,sentinel lymph node biopsy. axillary lymph node dissection.,https://www.medscape.com/answers/1947145-155401/what-are-the-asco-guidelines-for-the-use-of-axillary-lymph-node-dissection-alnd-in-the-treatment-of-breast-cancer
What are the NCCN guidelines on the use of sentinel lymph node biopsy (SLNB) for the treatment of breast cancer?,"The NCCN guidelines recommend that SLNB should be performed and is the preferred method of axillary lymph node staging if the patient is an appropriate candidate for SLNB. [72] Candidates include patients who are clinically node negative at the time of breast cancer diagnosis, with or without 1–2 suspicious nodes on imaging, and for whom no preoperative systemic therapy is planned.

If the sentinel lymph node is negative, no further axillary surgery is a category 1 recommendation. The NCCN recommends axillary dissection level I/II if the sentinel node is not identified or if the sentinel node is positive but the patient fails to meet all the following criteria:

T1 or T2 tumor
Only one or two positive sentinel lymph nodes
Breast-conserving surgery
Whole-breast radiation therapy planned
No preoperative chemotherapy",guidelines for sentinel lymph node biopsy. guidelines for axillary lymph node dissection.,sentinel lymph node biopsy. axillary lymph node dissection.,https://www.medscape.com/answers/1947145-155402/what-are-the-nccn-guidelines-on-the-use-of-sentinel-lymph-node-biopsy-slnb-for-the-treatment-of-breast-cancer
What are the NCCN guidelines for fine needle aspiration (FNA) and core biopsy in the treatment of breast cancer?,"The NCCN recommends fine needle aspiration (FNA) or core biopsy for patients with any of the following characteristics:

Clinically node positive (3 or more positive nodes on physical exam and/or imaging) at time of diagnosis  or
≥T2 or ≥N1 and with preoperative systemic therapy planned  or
T2–4,N1–3,M0
If FNA or core biopsy results are negative, the NCCN recommends SLNB. For those with positive results, the NCCN recommends axillary dissection I/II, although SLNB may be considered in selected cases (eg, patients with clinically negative nodes after neoadjuvant therapy).",guidelines for fine needle aspiration. guidelines for core biopsy,fine needle aspiration. core biopsy,https://www.medscape.com/answers/1947145-155403/what-are-the-nccn-guidelines-for-fine-needle-aspiration-fna-and-core-biopsy-in-the-treatment-of-breast-cancer
What are the NCCN guidelines for use of sentinel lymph node biopsy (SLNB) in the treatment of breast cancer during pregnancy?,"In contrast with ASCO, the NCCN concluded that insufficient data exist on which to base recommendations regarding the use of SLNB in pregnant women. The NCCN advises that whether to use SLNB in pregnancy should be an individualized decision, but cites a review recommending that SLNB should not be offered to pregnant women under 30 weeks' gestation. If SLNB is used, the NCCN advises that isosulfan blue or methylene blue dye is discouraged for SLNB in pregnancy, and that the use of radioactive tracer (eg, technetium 99m sulfur colloid) is supported by limited data, with only case reports and estimations of fetal radiation dose.",guidelines for sentinel lymph node biopsy during pregnancy. can pregnant women use sentinel lymph node biopsy,sentinel lymph node biopsy during pregnancy,https://www.medscape.com/answers/1947145-155404/what-are-the-nccn-guidelines-for-use-of-sentinel-lymph-node-biopsy-slnb-in-the-treatment-of-breast-cancer-during-pregnancy
What were the ASCO/CAP guidelines for hormone receptor testing in patients with breast cancer?,"ER testing of invasive breast cancers by validated immunohistochemistry remains the standard for predicting which patients may benefit from endocrine therapy; no other assays are recommended for this purpose.
Breast cancer samples with 1% to 100% of tumor nuclei positive should be interpreted as ER positive. However, data on the benefit of endocrine therapy for cancers with 1-10% of cells staining ER positive are limited. Samples with these results should be reported using a new reporting category, ER Low Positive, with a recommended comment.
A sample is considered ER negative if < 1% or 0% of tumor cell nuclei are immunoreactive.",guidelines for hormone receptor testing. Can we do hormone receptor testing,hormone receptor testing,https://www.medscape.com/answers/1947145-197610/what-were-the-ascocap-guidelines-for-hormone-receptor-testing-in-patients-with-breast-cancer
What are the guidelines for breast-conserving surgery with whole-breast radiation therapy (WBRT) in ductal carcinoma in situ (DCIS) breast cancer?,"A positive margin is associated with a significant increase in ipsilateral breast tumor recurrence (IBTR); this increased risk is not nullified by the use of WBRT
Negative margins halve the risk of IBTR  and a 2 mm margin minimizes the risk of IBTR compared with smaller negative margins.
More widely clear margins do not significantly decrease IBTR compared with 2 mm margins.
Negative margins < 2 mm alone are not an indication for mastectomy; clinical judgment should be used in determining the need for further surgery in patients with negative margins < 2 mm.",guidelines for whole-breast radiation therapy. Ductal carcinoma in situ breast cancer,whole breast radiation therapy,https://www.medscape.com/answers/1947145-155405/what-are-the-guidelines-for-breast-conserving-surgery-with-whole-breast-radiation-therapy-wbrt-in-ductal-carcinoma-in-situ-dcis-breast-cancer
What are the guidelines for breast-conserving surgery with whole-breast radiation therapy (WBRT) in stages I and II invasive breast cancer?,"The following consensus guideline, released in 2014 by the Society of Surgical Oncology and the American Society for Radiation Oncology, addresses margins for breast-conserving surgery with whole-breast irradiation (WBI) in stages I and II invasive breast cancer:

Positive margins are associated with at least a two-fold increase in ipsilateral breast tumor recurrence (IBTR)

Negative margins optimize IBTR; this risk is not significantly lowered by wider margin widths

IBTR rates are reduced with the use of systemic therapy; in patients who do not receive adjuvant systemic therapy, margins wider than no ink on tumor are not needed

Biologic subtypes do not indicate the need for margins wider than no ink on tumor

Margin width should not determine the choice of WBI delivery technique, fractionation, and boost dose",whole-breast radiation therapy in Stage 1 and Stage 2 cancer.,whole breast radiation therapy in Stage 1 and Stage 2 cancer,https://www.medscape.com/answers/1947145-155406/what-are-the-guidelines-for-breast-conserving-surgery-with-whole-breast-radiation-therapy-wbrt-in-stages-i-and-ii-invasive-breast-cancer
What are the ASCO guidelines for postmastectomy radiation therapy in the treatment of breast cancer?,"Clinical practice guidelines developed by the American Society of Clinical Oncology (ASCO), recommend that postmastectomy radiation therapy be performed according to the following criteria :

Positive postmastectomy margins
Primary tumors >5 cm
Involvement of ≥4 lymph nodes
Patients with more than four positive lymph nodes should also undergo prophylactic nodal radiation therapy at doses of 45-50 Gy to the axillary and supraclavicular regions. For patients in whom ALND shows no node involvement, axillary radiation therapy is not recommended.",guidelines for postmastectomy radiation therapy. Can I get postmastectomy radiation therapy,postmastectomy radiation therapy,https://www.medscape.com/answers/1947145-155408/what-are-the-asco-guidelines-for-postmastectomy-radiation-therapy-in-the-treatment-of-breast-cancer
What are the ASCO treatment guidelines for HER2-positive breast cancer?,"HER2-targeted therapy is recommended for patients with HER2-positive advanced breast cancer, except for those with clinical congestive heart failure or significantly compromised left ventricular ejection fraction, who should be evaluated on a case-by-case basis.

The combination of trastuzumab, pertuzumab, and a taxane is recommended for first-line treatment.

Trastuzumab emtansine is recommended for second-line treatment.

In the third-line setting, clinicians should offer other HER2-targeted therapy combinations or trastuzumab emtansine (if not previously administered) and may offer pertuzumab if the patient has not previously received it.",guidelines for HER2 positive breast cancer. Can I cure HER2 therapy,HER2 positive cancer,https://www.medscape.com/answers/1947145-155409/what-are-the-asco-treatment-guidelines-for-her2-positive-breast-cancer
What are the ASCO guidelines for the use of hormonal adjuvant therapy in the treatment of premenopausal women with breast cancer?,"SCO recommends high-risk women receive adjuvant endocrine therapy with ovarian suppression but lower-risk patients should not.

Women with stage II or stage III breast cancers who would ordinarily be advised to receive adjuvant chemotherapy should receive ovarian suppression in addition to endocrine therapy

Women with stage I or II breast cancers at higher risk of recurrence, who might consider chemotherapy, may also be offered ovarian suppression in addition to endocrine therapy

Women with stage I breast cancers not warranting chemotherapy should receive endocrine therapy but not receive ovarian suppression

Women with node-negative cancers 1 cm or less (T1a, T1b) should receive endocrine therapy but not receive ovarian suppression

Ovarian suppression may be administered with either tamoxifen or an aromatase inhibitor",guidelines for hormonal adjuvant therapy in premenopausal women,hormonal adjuvant therapy,https://www.medscape.com/answers/1947145-155410/what-are-the-asco-guidelines-for-the-use-of-hormonal-adjuvant-therapy-in-the-treatment-of-premenopausal-women-with-breast-cancer
What are the ASCO guidelines for adjuvant endocrine therapy in the treatment of postmenopausal women with breast cancer?,"Women with stage II or stage III breast cancers who would ordinarily be advised to receive adjuvant chemotherapy should receive ovarian suppression in addition to endocrine therapy

Women with stage I or II breast cancers at higher risk of recurrence, who might consider chemotherapy, may also be offered ovarian suppression in addition to endocrine therapy

Women with stage I breast cancers not warranting chemotherapy should receive endocrine therapy but not receive ovarian suppression

Women with node-negative cancers 1 cm or less (T1a, T1b) should receive endocrine therapy but not receive ovarian suppression

Ovarian suppression may be administered with either tamoxifen or an aromatase inhibitor",guidelines for adjuvant endocrine therapy in postmenopausal women,adjuvant endocrine therapy,https://www.medscape.com/answers/1947145-155411/what-are-the-asco-guidelines-for-adjuvant-endocrine-therapy-in-the-treatment-of-postmenopausal-women-with-breast-cancer
What are guidelines on the treatment of breast cancer in young women?,"There is no clear role for routine screening by any imaging technique for early breast cancer detection in healthy, average-risk young women. However, in young women with a cancer predisposition syndrome (germline mutation in a known cancer predisposition gene), significant family history, or prior personal history of ionizing radiation to the chest, consideration may be given to screening breast MRI.
In young women with the diagnosis of either invasive disease or preinvasive lesions who are not high-risk mutation carriers, there is no evidence that performing risk-reducing bilateral mastectomy leads to improved overall survival (OS). Visit the website for a lot more information.",treatment of breast cancer in young women. Can young women with breast cancer be cured.,young women with breast cancer,https://www.medscape.com/answers/1947145-155412/what-are-guidelines-on-the-treatment-of-breast-cancer-in-young-women
Which organizations issued guidelines on follow-up care for breast cancer survivors?,The National Comprehensive Cancer Network (NCCN) and the American Cancer Society/American Society of Clinical Oncology (ACS/ASCO) have issued guidelines on followup care for breast cancer survivors. The guidelines differ principally in the timing of care. See the table in the website below.,care for breast cancer survivors,breast cancer survivors,https://www.medscape.com/answers/1947145-155413/which-organizations-issued-guidelines-on-follow-up-care-for-breast-cancer-survivors
What are ASCO guidelines for use of biomarkers in the treatment of breast cancer?,"A guideline from the American Society of Clinical Oncology (ASCO) advises that the only biomarkers that can guide choices of specific treatment regimens in breast cancer are as follows:

Estrogen receptor (ER)
Progesterone receptor (PR)
Human epidermal growth factor receptor 2 (HER2)",use of biomarkers in treatment. can we use biomarkers to treat breast cancer.,biomarkers,https://www.medscape.com/answers/1947145-155414/what-are-asco-guidelines-for-use-of-biomarkers-in-the-treatment-of-breast-cancer
What are the NCCN guidelines for radical mastectomy in the treatment of breast cancer?,"According to National Comprehensive Cancer Network (NCCN) guidelines, mastectomy with level I/II axillary lymph node dissection is the recommended procedure in patients who respond to neoadjuvant chemotherapy. Other NCCN indications include:

Prior radiation therapy to the breast or chest wall
Radiation therapy contraindicated by pregnancy (except patients in the third trimester who can receive radiation postpartum)
Inflammatory breast cancer
Diffuse suspicious or malignant-appearing microcalcifications
Widespread disease that is multicentric, located in more than one quadrant, and cannot be removed through a single incision with negative margins
A positive pathologic margin after repeat re-excision and suboptimal cosmetic outcome",guidelines for radical mastectomy. can we use radical mastectomy for treatment.,radical mastectomy,https://www.medscape.com/answers/1947145-155407/what-are-the-nccn-guidelines-for-radical-mastectomy-in-the-treatment-of-breast-cancer
What is the role of adjuvant therapies in the treatment of breast cancer?,"Adjuvant treatment for breast cancer involves radiation therapy and a variety of chemotherapeutic and biologic agents. It is designed to treat micrometastatic disease (or breast cancer cells that have escaped the breast and regional lymph nodes but which have not yet had an established identifiable metastasis). Treatment is aimed at reducing the risk of future recurrence, thereby reducing breast cancer−related morbidity and mortality.

In patients receiving adjuvant aromatase inhibitor therapy for breast cancer who are at high risk for fracture, the monoclonal antibody denosumab or either of the bisphosphonates zoledronic acid and pamidronate may be added to the treatment regimen to increase bone mass. These agents are given along with calcium and vitamin D supplementation.",role of adjuvent therapies. do adjuvent therapies work. does adjuvent therapy work. do adjuvent therapy heal breast cancer,adjuvent therapy,https://www.medscape.com/answers/1947145-155415/what-is-the-role-of-adjuvant-therapies-in-the-treatment-of-breast-cancer
Which medications are used in the adjuvant treatment of breast cancer?,"Medication Summary
Adjuvant treatment for breast cancer involves radiation therapy and a variety of chemotherapeutic and biologic agents. It is designed to treat micrometastatic disease (or breast cancer cells that have escaped the breast and regional lymph nodes but which have not yet had an established identifiable metastasis). Treatment is aimed at reducing the risk of future recurrence, thereby reducing breast cancer−related morbidity and mortality.

In patients receiving adjuvant aromatase inhibitor therapy for breast cancer who are at high risk for fracture, the monoclonal antibody denosumab or either of the bisphosphonates zoledronic acid and pamidronate may be added to the treatment regimen to increase bone mass. These agents are given along with calcium and vitamin D supplementation.",medications used in adjuvent treatment. what does adjuvent treatment work. Which medication is used in adjuvent treatment.,adjuvent treatment medications,https://www.medscape.com/answers/1947145-155416/which-medications-are-used-in-the-adjuvant-treatment-of-breast-cancer
"Which medications in the drug class Antineoplastics, Estrogen Receptor Antagonist are used in the treatment of Breast Cancer?","Bevacizumab, a humanized monoclonal antibody that inhibits angiogenesis, had been approved for use in combination therapy for metastatic breast cancer. In November 2011, however, the US Food and Drug Administration (FDA) revoked its approval for this indication, after concluding that bevacizumab had not been shown to be safe and effective for that use. [72]  

Anthracyclines work in multiple ways, including intercalation between DNA base pairs and inhibition of type II topoisomerase function, resulting in inhibition of cell replication and transcription. They also work by inhibition of DNA helicase, resulting in DNA cleavage.",Antineoplastics Estrogen Receptor Antagonist usage. When to use Antineoplastics Estrogen Receptor Antagonist.,Estrogen Receptor Antagonist,https://www.medscape.com/answers/1947145-155960/which-medications-in-the-drug-class-antineoplastics-estrogen-receptor-antagonist-are-used-in-the-treatment-of-breast-cancer
"Which medications in the drug class Antineoplastics, PARP Inhibitors are used in the treatment of Breast Cancer?","This class of agents is thought to augment cytotoxic therapy without increasing side effects and to kill cancer cells with DNA repair defects as a single agent. The genomic instability of some tumor cells allows poly (ADP-ribose) polymerase (PARP) inhibitors to have selectivity for the tumor cells over normal cells.

Olaparib was the first PARP inhibitor approved for breast cancer. Its approval was based on the first phase 3 randomized trial that demonstrated PARP inhibitors were superior to chemotherapy for patients with HER2-negative metastatic breast cancer with a BRCA mutation. See link for full list of medications.",Antineoplastics PARP inhibitors usage. When to use Antineoplastics PARP inhibitors.,PARP inhibitors,https://www.medscape.com/answers/1947145-155961/which-medications-in-the-drug-class-antineoplastics-parp-inhibitors-are-used-in-the-treatment-of-breast-cancer
Which medications in the drug class CDK Inhibitors are used in the treatment of Breast Cancer?,"Palbociclib and ribociclib are cyclin-dependent kinases (CDK) 4, 6 inhibitors indicated in combination with an aromatase inhibitor as initial endocrine-based therapy for postmenopausal women with hormone receptor (HR)-positive, human epidermal growth factor receptor 2 (HER2)-negative advanced or metastatic breast cancer. See link for full list of medications.",CDK Inhibitors medication usage. When to use CDK inhibitors.,CDK inhibitors,https://www.medscape.com/answers/1947145-155962/which-medications-in-the-drug-class-cdk-inhibitors-are-used-in-the-treatment-of-breast-cancer
Which medications in the drug class Aromatase Inhibitors are used in the treatment of Breast Cancer?,"In patients receiving adjuvant aromatase inhibitor therapy for breast cancer who are at high risk for fracture, the monoclonal antibody denosumab or either of the bisphosphonates zoledronic acid and pamidronate may be added to the treatment regimen to increase bone mass. These agents are given along with calcium and vitamin D supplementation. See link for full list of medications.",Aromatese Inhibitors medication usage. When to use Aromatese Inhibitors.,Aromatese inhibitors,https://www.medscape.com/answers/1947145-155963/which-medications-in-the-drug-class-aromatase-inhibitors-are-used-in-the-treatment-of-breast-cancer
"Which medications in the drug class Antineoplastics, Antimicrotubular are used in the treatment of Breast Cancer?",Use of antimicrotubular therapy may be considered in patients who have received at least 2 chemotherapeutic regimens for metastatic disease. See link for full list of medications.,Antineoplastics Antimicrotubular medication usage. When to use Antineoplastics Antimicrotubular.,Antimicrotubular medications,https://www.medscape.com/answers/1947145-155964/which-medications-in-the-drug-class-antineoplastics-antimicrotubular-are-used-in-the-treatment-of-breast-cancer
Which medications in the drug class Tyrosine Kinase Inhibitors are used in the treatment of Breast Cancer?,Tyrosine kinase inhibitors play an important role in the modulation of growth factor signaling. They are commonly combined with other forms of chemotherapy or radiation therapy. See link for full list of medications.,Tyrosine Kinase Inhibitors medication usage. When to use Tyrosine Kinase Inhibitors.,Tyrosine Kinase Inhibitors,https://www.medscape.com/answers/1947145-155965/which-medications-in-the-drug-class-tyrosine-kinase-inhibitors-are-used-in-the-treatment-of-breast-cancer
Which medications in the drug class Monoclonal Antibodies are used in the treatment of Breast Cancer?,"Monoclonal antibodies have been engineered to react against specific antigens on cancer cells, thereby potentially helping to enhance the patient’s immune response and prevent cancer cell growth. See link for full list of medications.",Monoclonal antibodies medication usage. When to use Monoclonal antibodies.,Monoclonal antibodies,https://www.medscape.com/answers/1947145-155966/which-medications-in-the-drug-class-monoclonal-antibodies-are-used-in-the-treatment-of-breast-cancer
"Which medications in the drug class Antineoplastics, Vinca Alkaloid are used in the treatment of Breast Cancer?",Antimetabolite therapy can stop cancer cell growth and cell division by interfering with DNA replication of these cells. These drugs are often first-line agents for breast cancer. See link for full list of medications.,Antineoplastics Vinca Alkaloid medication usage. When to use Antineoplastics Vinca Alkaloid.,Vinca Alkaloid,https://www.medscape.com/answers/1947145-155967/which-medications-in-the-drug-class-antineoplastics-vinca-alkaloid-are-used-in-the-treatment-of-breast-cancer
"Which medications in the drug class Antineoplastics, Antimetabolite are used in the treatment of Breast Cancer?",Antimetabolite therapy can stop cancer cell growth and cell division by interfering with DNA replication of these cells. These drugs are often first-line agents for breast cancer. See link for full list of medications.,Antineoplastics Antimetabolite medication usage. When to use Antineoplastics Antimetabolite.,Antimetabolite medications,https://www.medscape.com/answers/1947145-155968/which-medications-in-the-drug-class-antineoplastics-antimetabolite-are-used-in-the-treatment-of-breast-cancer
Which medications in the drug class Calcium Metabolism Modifiers are used in the treatment of Breast Cancer?,"Bisphosphonates are complementary to chemotherapy and hormone therapy because they may lessen the damage to bone from metastatic disease. Bisphosphonates inhibit osteoclast function and reduce the resorption of bone. An intravenous bisphosphonate should be used in combination with oral calcium citrate and vitamin D supplementation in bone metastasis, according to the National Comprehensive Cancer Network (NCCN) guidelines. See link for full list of medications.",Calcium metabolism modifiers medication usage. When to use Calcium metabolism modifiers.,Calcium metabolism modifiers,https://www.medscape.com/answers/1947145-155969/which-medications-in-the-drug-class-calcium-metabolism-modifiers-are-used-in-the-treatment-of-breast-cancer
